path,license_expression,copyright,evidence
.dockerignore,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.env.example,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/ISSUE_TEMPLATE/bug_report.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/ISSUE_TEMPLATE/config.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/ISSUE_TEMPLATE/documentation.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/ISSUE_TEMPLATE/failing_test.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/ISSUE_TEMPLATE/feature_request.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/PULL_REQUEST_TEMPLATE.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/labels.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/banned-words.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/ce-import-lint.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/ci.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/dco.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/dependency-review.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/ee-terms.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/frontend.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/publish-official-media-catalog.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/release-images.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/secret-scan.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.github/workflows/sync-to-gitee.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.gitignore,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.gitleaks.toml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/plugins/dramaclaw/__init__.py,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/plugins/dramaclaw/plugin.yaml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/SKILL.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/playbooks/episode.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/playbooks/init.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/playbooks/resume.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/api-reference.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/async-tasks.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/delivery-boundaries.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/editable-fields.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/pipeline-details.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/read-behavior.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/run-modes.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.hermes/skills/dramaclaw/references/update-behavior.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.mcp.json,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
.pre-commit-config.yaml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
AGENTS.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
CODE_OF_CONDUCT.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
CONTRIBUTING.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
DCO,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
DESIGN.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
Dockerfile,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
GOVERNANCE.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
LICENSES/Apache-2.0.txt,Apache-2.0,Apache Software Foundation,Apache License 2.0 text
LICENSES/Elastic-2.0.txt,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
NOTICE,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
README.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
REUSE.toml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
SECURITY.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/architecture.excalidraw,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/architecture.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/hero.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/partners/neoflying-lab-dark.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/partners/neoflying-lab.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/pipeline.excalidraw,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/pipeline.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/ASSET-LAYOUT-REVISION.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/GENERATION.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/REVISION-NOTES.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/asset-library.jpg,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/director-world.jpg,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/storyboards.jpg,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/readme/xia-director.jpg,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
assets/xiahua-canvas.jpg,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
ce-allowlist.toml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
deploy/sandbox/linux-amd64/codex-linux-sandbox,Apache-2.0,2026 OpenAI,built from openai/codex codex-rs/linux-sandbox commit da4c8ca57d40b074bdc1b5b1218851100150c56b
deploy/sandbox/linux-arm64/codex-linux-sandbox,Apache-2.0,2026 OpenAI,built from openai/codex codex-rs/linux-sandbox commit da4c8ca57d40b074bdc1b5b1218851100150c56b
deploy/sandbox/seatbelt_base_policy.sbpl,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
deploy/sandbox/seatbelt_network_policy.sbpl,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docker-compose.release.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docker-compose.yml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/README.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/adr/0002-ffmpeg-system-dependency.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/changes/2026-08-26.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/changes/2026-08-27.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/changes/2026-08-28.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/compliance/copyleft-deps.csv,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/compliance/npm-dependency-licenses.csv,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/compliance/python-dependency-licenses.csv,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/compliance/system-deps.csv,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/README.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/concepts/architecture.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/concepts/features.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/getting-started/configuring-models.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/getting-started/installation.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/getting-started/quickstart.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/guides/ffmpeg.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/guides/mcp-claude-code.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/guides/self-hosting.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/guides/telemetry.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/guides/troubleshooting.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/license.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/en/reference/environment-variables.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/releasing.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/superpowers/plans/2026-08-21-ee-config-ce-provisioner-isolation.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/superpowers/plans/2026-09-02-project-name-length-limit.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/superpowers/specs/2026-08-21-ee-config-ce-provisioner-isolation-design.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/superpowers/specs/2026-09-02-project-name-length-design.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/test-governance/ee-split-migrated-tests.tsv,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/README.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/concepts/architecture.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/concepts/features.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/getting-started/configuring-models.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/getting-started/installation.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/getting-started/quickstart.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/guides/ffmpeg.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/guides/self-hosting.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/guides/telemetry.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/guides/troubleshooting.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/license.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
docs/zh/reference/environment-variables.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
examples/__init__.py,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
examples/seedance2_fast_demo.py,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/.dockerignore,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/.env.ce,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/.env.example,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/.gitignore,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/Dockerfile,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/LICENSE,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/LICENSES/CC0-1.0.txt,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/LICENSES/Elastic-2.0.txt,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/NOTICE,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/README.md,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/REUSE.toml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/THIRD-PARTY-LICENSES.txt,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/components.json,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/docker/nginx.conf.template,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/index.html,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/package.json,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/pnpm-lock.yaml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/pnpm-workspace.yaml,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/announcements.json,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/brand/dclogo.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/brand/dramaclaw-logo-login.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/brand/dramaclaw-wordmark.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/brand/logo-d.png,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/brand/party-founding-105.mp4,Elastic-2.0,2026 SuperTale contributors,REUSE.toml aggregate annotation
frontend/public/director-desk/UPSTREAM.md,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/SceneRoot-Coh679GW.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/actionRuntimeSmoke-DhkTKMOD.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/characterAssetInspection-Be0dOqB4.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/characterImportSmoke-CHxcauuH.css,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/characterImportSmoke-CgA584Im.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/gaussianSplatExperiment-BroC5obh.css,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/gaussianSplatExperiment-DvYraQ4i.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/index-BQtJ7-ZO.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/index-DkPc99qJ.css,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/main-DVLrStZ4.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/panoramaExportSmoke-B7EUFDsz.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/panoramaExportSmoke-B_DhQlFL.css,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/routeActionSmoke-D-G8ru8A.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/semanticBodyTracking-PtU4GdXa.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/style-24j8UB0i.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/style-DuJ7SKze.css,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/assets/three.module-UJRmZ_Rk.js,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/benchmark-panorama.jpg,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/examples/experiments/action-runtime-smoke.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/examples/experiments/character-import-smoke.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/examples/experiments/gaussian-splat-experiment.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/examples/experiments/panorama-export-smoke.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/examples/experiments/route-action-smoke.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/extension-protocol-smoke.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/extension-video-smoke.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/index.html,MIT,2026 YZ,upstream xiaozangao/3d-director-desk v0.3.1 LICENSE (MIT); vendored build output
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/README.md,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/manifest.json,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0008_baseball-bat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0009_kunai.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0010_katana.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0012_scythe.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0016_barrel.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0017_cauldron.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0022_old-helmet.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0024_kama.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0025_chain.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0026_small-table.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0027_short-couch.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0028_pillow.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0029_revolver.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0030_ak47.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0033_bs1-tishina.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0035_crossbow.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0043_grenade-launcher-m20.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0044_m16.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0048_mini-uzi.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0058_sniper-with-knife.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0061_fantasy-sword-1.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0063_fantasy-sword-3.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0064_fantasy-sword-4.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0066_fantasy-sword-6.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0068_greek-sword.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0072_sabre.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0075_glass.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0079_open-book.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0080_half-open-book.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0081_microphone.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0083_skateboard.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0084_headphones.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0085_acoustic-guitar.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0089_fairy-wand.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0092_angel-halo.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0093_crystal-ball.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0094_witch-hat.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
frontend/public/director-desk/local-assets/guo-3d-assets/guo-mounted-props-200/models/0095_witch-broom.fbx,LicenseRef-Upstream-Not-Declared,GUO 3D asset packages,"upstream manifest.json + README declare no license; recorded as undeclared, not inferred"
